id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
4116102,2,1,9,2,2,8,8,2,9,1
80257632,6,7,6,4,8,8,3,1,2,1
2241308,7,4,7,7,7,2,6,1,3,1
204336669,8,8,8,3,3,2,1,1,3,1
34952275,7,4,3,9,9,2,2,1,3,3
9223300,3,7,3,4,1,4,4,1,8,3
149782763,2,3,2,1,1,8,7,6,8,3
99962781,2,1,3,1,1,6,8,6,9,3
57005765,3,6,1,5,7,3,2,1,3,4
99567690,3,8,4,2,3,8,7,1,6,2
151085454,1,1,3,1,1,8,1,1,3,1
134245347,3,1,3,2,1,8,7,7,8,2
16074172,7,2,7,2,6,2,1,1,1,2
61210999,3,3,4,3,1,6,7,2,2,2
205113268,7,3,2,7,7,3,2,2,3,4
99526020,2,8,2,2,8,1,3,1,5,2
152156851,1,1,2,1,1,1,2,1,1,1
17997657,1,2,2,2,2,3,5,7,3,1
55713838,7,2,6,2,2,3,3,5,1,1
97622225,2,3,2,6,6,3,1,1,6,3
45138126,7,8,7,4,8,1,1,2,1,1
51897534,5,1,7,1,1,1,2,3,8,3
74451241,3,3,2,7,7,2,1,1,3,5
6629722,2,1,4,3,1,7,3,5,7,1
126273707,3,2,3,3,1,1,5,1,1,1
99567684,3,3,2,2,2,2,3,1,3,2
102339234,3,6,7,4,6,3,2,1,1,2
35094579,3,7,6,4,8,2,2,1,1,1
16843548,3,7,2,2,4,3,5,2,1,1
106839634,7,2,8,6,6,1,1,1,1,1
134245346,8,1,2,9,8,1,1,1,2,3
5635960,9,1,10,1,1,1,1,1,1,1
142836663,2,8,8,2,8,1,2,1,1,1
152156857,4,2,6,4,1,5,6,3,7,4
46337905,3,7,7,3,3,4,5,1,3,3
828136,9,8,9,2,7,6,2,1,1,1
80988232,1,4,3,4,4,2,4,2,2,4
76983686,1,1,1,2,3,2,2,1,2,1
148763951,7,7,7,2,7,1,2,1,1,1
2107983,2,3,3,2,2,6,4,5,6,2
57005772,2,1,2,2,1,2,2,1,1,1
98114160,2,9,2,2,7,2,2,2,2,1
49562778,2,3,5,3,2,3,2,5,2,3
19226344,3,2,2,2,1,1,2,2,1,1
152156863,1,3,3,2,2,2,1,2,2,1
1027136,1,3,1,2,1,1,2,2,1,1
59403627,4,4,4,3,6,2,4,2,3,2
113169861,3,4,7,4,5,3,6,1,3,3
56800868,3,7,6,2,4,3,2,2,8,2
34373547,1,1,1,2,2,1,1,1,1,1
210971961,2,4,2,4,6,3,1,1,3,4
93918535,2,2,7,1,7,1,1,1,1,0
49652179,3,3,6,2,2,2,2,1,2,2
102112552,3,4,4,7,5,4,4,6,4,3
17612683,1,3,2,2,2,3,5,3,2,3
124205317,8,6,9,3,7,4,1,1,2,2
5315847,6,8,3,2,9,2,1,2,3,1
99480601,3,3,7,3,3,2,2,1,2,2
200750991,7,1,9,1,1,3,8,1,2,1
181695848,3,8,6,2,8,1,2,1,2,1
7308736,1,3,2,3,1,4,2,2,3,2
17614637,2,7,2,2,4,4,2,2,6,3
86981001,2,8,1,2,8,3,1,1,4,3
203148074,1,1,7,1,2,1,2,1,1,1
17516504,6,6,2,7,7,4,1,3,7,2
51846914,3,2,1,1,1,4,7,4,3,2
212958532,2,4,3,2,1,2,3,1,1,1
1629358,8,7,7,6,7,2,1,1,3,1
134245357,3,2,1,2,1,3,2,1,1,2
1261561,8,1,6,2,9,3,1,2,0,0
41571963,1,1,6,1,1,6,7,9,3,2
51113095,6,4,2,8,8,1,2,1,2,2
76169642,4,9,2,2,8,2,1,1,8,2
194171766,2,2,2,2,1,8,1,3,2,2
18271679,2,3,6,2,6,3,3,2,3,2
58470789,3,7,3,3,7,3,3,1,2,1
4194332,1,7,1,2,1,0,1,1,1,1
18167326,1,6,2,2,2,4,2,2,4,2
84351638,2,2,1,3,2,8,7,2,8,3
77891076,6,6,2,3,2,7,6,2,8,2
30401956,1,1,1,8,4,1,1,0,1,1
111304309,1,1,1,1,1,1,4,1,1,1
134245353,1,6,2,3,1,6,2,3,7,2
7946252,4,3,6,7,6,4,1,1,4,3
83511139,1,1,1,1,1,2,4,1,1,3
199050935,3,6,3,6,6,2,1,1,3,2
50820032,1,0,10,1,2,0,2,7,6,1
82020498,2,9,8,2,6,8,8,1,7,1
9474028,0,2,1,1,1,1,1,1,1,1
55179313,2,7,2,4,2,7,2,1,8,3
60392809,1,2,1,1,1,3,1,1,2,1
93296295,2,8,8,2,7,2,1,1,2,1
3352568,8,4,7,8,8,3,3,1,3,3
79219366,6,7,2,7,4,6,3,3,4,6
193273536,3,7,4,3,8,3,2,1,3,2
5434805,1,4,6,2,2,1,3,5,1,1
169366451,8,8,9,2,8,2,1,1,1,1
14884938,4,3,3,4,6,6,6,4,6,2
15738922,2,8,2,3,1,8,7,2,8,2
83380751,4,8,7,7,7,3,1,1,4,3
1284914,2,1,3,3,2,2,5,3,3,3
3998623,2,9,1,1,8,1,1,1,2,1
195760279,3,4,6,3,7,3,2,1,3,2
90166650,3,7,2,3,6,6,2,1,8,3
65079014,2,7,7,2,7,1,1,1,1,1
66117517,2,2,3,2,3,3,3,1,2,3
96457658,1,1,2,3,1,2,4,2,2,1
87029402,1,3,2,2,1,1,3,3,2,1
102675336,6,6,3,2,7,2,3,2,3,3
189822176,3,8,7,1,7,2,1,1,1,1
52080229,3,7,8,1,8,1,2,1,1,1
4687741,4,3,3,3,2,6,7,7,3,5
52422878,2,1,6,2,1,3,4,4,1,1
63078310,2,7,2,2,3,2,2,1,9,1
97205149,2,4,2,2,2,7,7,7,8,6
2045233,2,8,3,2,6,2,2,0,7,1
213759518,2,7,3,2,1,7,6,3,6,2
45744269,3,6,6,8,2,3,7,2,1,1
53614250,3,1,6,1,1,6,6,2,1,1
30401979,1,1,7,1,1,1,1,1,1,1
83916654,1,2,2,2,3,1,2,1,0,2
55915048,3,2,3,3,1,1,2,2,2,1
56232025,2,6,2,3,8,3,4,1,6,3
31260463,2,2,1,2,3,2,3,5,2,2
58026824,2,2,4,3,2,3,4,5,3,2
69375516,2,7,3,3,2,6,7,2,7,2
215870218,3,7,7,4,6,7,7,2,8,3
48578381,6,4,3,8,7,1,2,2,3,3
55422058,6,6,7,4,6,9,8,2,8,6
138830239,2,7,3,2,7,2,3,1,3,1
101157977,2,1,4,2,1,2,3,2,1,2
79785773,2,3,2,7,4,6,4,1,4,3
201816469,7,4,6,7,7,3,2,1,4,3
58026802,2,4,4,4,4,6,3,6,8,2
134307269,9,3,9,7,8,2,1,1,1,1
1394129,1,1,8,1,1,1,1,1,1,1
99604430,3,8,3,2,6,4,6,0,4,2
1181559,2,1,8,4,1,1,3,1,1,1
49367038,2,7,2,3,3,2,3,1,6,4
84791675,8,7,8,8,9,1,1,1,1,2
65819501,1,3,3,4,3,6,4,1,6,4
34134703,8,9,8,1,8,1,7,1,1,1
105881940,1,2,7,1,8,1,1,1,1,1
67801698,6,2,3,3,3,4,4,3,3,2
98079917,1,3,9,1,2,1,1,1,1,0
87839561,3,8,3,3,9,4,2,1,7,3
56491568,1,7,1,3,1,3,0,1,3,2
205932746,3,9,8,3,7,1,1,1,2,1
51113107,3,2,4,4,2,6,3,3,4,2
74738631,3,2,2,3,1,1,6,3,1,1
94043093,1,8,3,2,8,3,3,2,7,3
128725950,3,7,2,5,4,4,3,3,3,1
102523558,1,8,3,2,8,1,2,1,2,1
19919865,1,1,1,2,1,1,2,1,1,1
76273564,2,2,2,2,1,4,2,3,2,3
100565256,2,1,6,4,3,4,4,4,7,6
200394113,3,3,3,6,2,3,4,1,7,4
102421980,1,6,8,3,3,2,2,3,1,3
84344367,2,2,3,1,1,2,1,5,2,1
72497728,1,3,2,2,3,2,3,3,4,2
68002205,1,6,2,2,3,2,2,1,4,2
72898792,1,3,6,3,2,3,7,1,2,2
138460133,4,3,3,8,7,6,2,3,3,4
206545451,6,7,8,2,9,1,7,1,1,1
1489566,8,8,9,2,8,1,1,0,1,1
195696960,1,8,3,2,8,0,1,1,0,1
157676367,2,3,6,7,7,3,2,1,2,2
94043087,1,1,3,7,2,7,6,2,1,3
83448924,6,4,7,3,2,7,6,2,3,1
63645659,2,0,2,3,2,2,3,1,2,2
107721773,1,1,3,6,2,2,1,2,1,1
170437794,1,1,9,1,1,1,2,1,1,1
7211039,3,8,6,1,9,2,5,0,1,1
195474892,2,3,3,4,2,2,3,1,1,2
86366069,3,9,7,2,8,2,2,1,1,1
9949411,2,7,3,4,4,6,6,6,4,3
99092662,2,8,2,3,2,2,4,1,6,2
39833157,1,8,3,1,7,0,1,0,0,0
13182786,7,6,6,2,7,3,3,1,2,1
15268755,2,7,3,3,7,5,4,2,2,1
113607068,8,3,9,2,4,1,1,1,1,1
69330138,3,6,2,7,7,4,3,5,3,3
59617193,4,1,3,6,3,4,2,1,3,2
206966496,2,1,1,8,2,7,1,1,1,2
47527154,3,8,6,3,3,3,3,2,4,4
205180061,1,1,1,1,1,1,1,1,1,1
34373550,1,1,1,1,2,1,1,1,1,1
12713910,1,10,7,1,8,1,1,1,1,1
3193236,6,3,6,7,8,2,1,1,2,2
80628593,6,3,7,1,7,3,1,2,3,3
16700200,3,3,3,6,2,1,7,2,1,1
159483171,3,3,3,3,4,3,2,1,2,2
102483617,3,3,7,6,6,3,6,4,3,4
2763553,2,3,6,7,4,5,1,2,3,2
47788573,3,3,2,2,3,2,2,1,4,2
196566732,3,1,3,4,6,1,2,2,1,2
101058866,7,0,6,1,2,4,8,7,5,2
18912237,2,1,7,8,7,2,1,1,2,1
159115989,2,4,2,4,2,7,4,2,7,4
86617202,8,4,3,8,4,7,3,2,8,4
8608429,2,3,4,5,4,3,2,2,4,3
109486663,4,7,6,7,7,3,2,1,1,2
101191919,2,2,2,6,4,3,2,1,3,3
194164487,2,1,4,1,1,4,3,1,9,2
45859773,2,2,2,3,1,8,4,3,9,3
2297821,2,8,3,3,8,1,2,0,1,1
108109288,1,4,3,3,2,3,4,1,2,3
2235503,1,9,8,2,2,2,1,1,1,1
37764882,1,9,8,1,6,1,2,1,1,1
7897387,2,2,2,2,1,6,2,1,4,1
100535643,2,3,2,1,2,1,1,5,3,2
102644366,7,4,4,7,7,3,2,1,3,3
99402058,8,8,6,7,8,2,1,1,3,3
47505989,4,8,6,3,8,2,3,1,6,1
110742290,2,7,2,2,1,6,2,1,7,3
73299028,2,1,1,5,3,5,5,0,5,3
18468296,2,3,6,3,6,2,3,1,2,2
91989996,3,7,3,3,8,1,1,1,1,1
88416983,8,6,6,8,7,4,2,1,4,4
50207366,2,2,2,3,6,2,3,3,3,1
101741648,6,3,6,2,6,2,4,2,3,1
212071753,1,1,6,4,2,1,1,2,1,2
99446605,2,1,2,1,1,1,3,2,3,8
195773243,2,3,2,2,2,6,4,3,3,2
114274866,1,1,1,3,1,3,2,1,2,1
146167229,3,6,2,3,4,3,3,2,3,4
59299279,2,9,9,2,9,1,1,1,0,1
55422060,4,3,3,4,4,3,3,3,7,4
109502816,2,6,2,1,2,2,3,5,3,2
2368500,3,3,8,1,6,2,7,0,2,1
206977176,3,3,3,7,4,1,1,1,1,1
45621154,2,6,3,4,2,9,6,2,9,4
96457659,1,1,1,2,2,2,2,1,1,1
6001285,3,3,3,2,2,6,5,5,4,2
72763348,2,7,7,6,3,3,2,1,4,3
88880574,7,1,8,6,7,3,1,1,2,2
30351501,4,7,3,4,7,3,7,1,8,6
206939650,3,7,8,3,3,9,8,2,9,8
