id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
4116102,1.4,0.8,5.6000000000000005,0.6,1.2,6.4,5.6,1.2,7.2,0.6
80257632,2.0999999999999996,6.0,4.199999999999999,4.199999999999999,4.8999999999999995,4.5,2.4,0.3,1.4,1.2
2241308,5.6000000000000005,1.7999999999999998,2.4,5.6000000000000005,5.6000000000000005,2.4,1.7999999999999998,0.4,0.8,0.8
204336669,5.6000000000000005,4.8999999999999995,7.2,1.4,4.800000000000001,0.6,0.8,0.2,0.6,0.4
34952275,5.6000000000000005,5.6000000000000005,4.199999999999999,7.2,6.4,0.7,1.4,0.7,2.0999999999999996,2.8
9223300,1.7999999999999998,5.6,1.2,2.4,0.6,1.2,1.2,0.4,6.0,2.0999999999999996
149782763,0.2,1.7999999999999998,0.8,0.6,0.6,7.2,4.199999999999999,4.2,5.6,0.8999999999999999
99962781,2.0999999999999996,0.2,4.2,0.8,0.7,4.2,3.5999999999999996,4.199999999999999,5.6000000000000005,1.4
57005765,1.7999999999999998,2.8,0.85,4.199999999999999,5.6000000000000005,3.5,1.4,2.4,2.4,3.5999999999999996
99567690,2.0999999999999996,5.6000000000000005,2.25,1.2,2.0999999999999996,4.8999999999999995,1.7999999999999998,0.8,6.4,1.2000000000000002
151085454,0.6,0.4,0.6,1.2,0.6,7.6499999999999995,1.7999999999999998,0.9,0.8,0.4
134245347,2.0999999999999996,0.0,1.6,0.7,1.2,6.4,2.4,5.6000000000000005,7.2,1.2
16074172,3.5999999999999996,1.7999999999999998,4.55,4.2,3.0,1.2,1.2,3.0,0.6,0.8
61210999,0.7,0.8,2.0999999999999996,1.2,1.2,4.199999999999999,4.0,2.0,1.7999999999999998,0.6
205113268,4.199999999999999,2.8,2.0999999999999996,7.2,4.8999999999999995,2.4,0.8,0.9,2.8,1.7999999999999998
99526020,1.7999999999999998,6.4,0.6,1.7999999999999998,6.4,0.6,0.8,0.2,0.3,0.8
152156851,0.4,2.4000000000000004,1.2,0.6,0.6,1.2,1.2,1.5,0.4,0.4
17997657,1.0,0.6,0.8,1.4,1.2000000000000002,0.6,1.0,1.2000000000000002,1.2000000000000002,3.5
55713838,4.199999999999999,0.6,4.199999999999999,1.2,1.2,1.7999999999999998,1.2,0.8,1.2,0.6
97622225,1.7999999999999998,1.7999999999999998,0.6,4.8999999999999995,4.8999999999999995,1.2,0.4,0.8,1.7999999999999998,1.7999999999999998
45138126,2.4,6.4,5.6000000000000005,1.7999999999999998,6.4,0.6,1.2,0.6,1.2,0.8
51897534,0.95,0.7,3.5,1.2,0.6,2.8,1.4,1.4,5.6000000000000005,1.2
74451241,0.8999999999999999,5.6000000000000005,0.3,4.2,4.8999999999999995,1.7999999999999998,0.6,0.8,1.4,1.2000000000000002
6629722,1.2,0.6,1.7999999999999998,1.7999999999999998,0.6,2.4,1.2,0.0,4.2,0.8
126273707,0.4,1.7999999999999998,1.9500000000000002,1.2,0.6,0.6,0.6,0.6,0.4,0.2
99567684,0.6,2.8,1.2,0.8,1.2000000000000002,0.6000000000000001,1.7999999999999998,0.2,0.6,0.8
102339234,2.4,0.6,1.7999999999999998,1.2,5.6000000000000005,0.3,1.2,0.2,0.0,0.2
35094579,1.2,4.199999999999999,4.199999999999999,2.0999999999999996,5.6000000000000005,1.2,0.6,0.1,1.2,0.8
16843548,0.6,5.6000000000000005,1.2000000000000002,1.2,1.7999999999999998,2.0,2.4,1.2000000000000002,0.6000000000000001,0.3
106839634,4.8999999999999995,1.7999999999999998,5.6,1.7999999999999998,4.199999999999999,1.2,1.2,0.3,0.6,0.4
134245346,2.25,1.4,0.8,8.1,5.6000000000000005,0.75,0.8,0.8,0.8,2.0999999999999996
5635960,5.6000000000000005,0.7,9.0,0.8,1.4,0.7,0.7,0.6,0.7,0.6
142836663,2.0999999999999996,6.4,6.8,1.2,6.4,1.2,0.6,0.3,0.4,0.3
152156857,1.7999999999999998,2.0999999999999996,2.0999999999999996,1.4,0.6,4.8999999999999995,4.199999999999999,4.199999999999999,7.2,1.4
46337905,1.2,5.6000000000000005,5.6000000000000005,2.8,1.9500000000000002,1.7999999999999998,3.0,0.8,3.0,1.2
828136,7.2,6.4,7.2,0.6,5.6000000000000005,4.2,0.6,0.0,1.2,0.9
80988232,4.199999999999999,2.8,1.4,4.199999999999999,2.8,4.199999999999999,2.8,1.2,2.0999999999999996,1.7999999999999998
76983686,1.2,0.8,1.4,0.8,1.4,0.8,1.2,0.2,0.6,1.5
148763951,1.2,7.2,1.7999999999999998,1.2,5.6,0.4,1.2,0.2,0.2,0.2
2107983,1.7999999999999998,1.7999999999999998,1.7999999999999998,2.4,1.2,3.5,4.199999999999999,1.2,4.199999999999999,0.6
57005772,0.6,0.6,0.6,1.7999999999999998,0.6,1.2,2.0999999999999996,1.2,0.8,0.6
98114160,1.2,7.6499999999999995,0.9,1.7999999999999998,6.4,1.2,1.2,0.8,1.7999999999999998,0.6
49562778,0.6,2.4,1.2,1.7999999999999998,1.2,1.7999999999999998,2.4,2.4,1.2,1.7999999999999998
19226344,0.6,0.6,0.7,2.4,0.6,0.7,1.2,0.6,0.6,0.4
152156863,1.2,2.8,1.7999999999999998,1.2,1.2,1.7999999999999998,1.7999999999999998,1.2,1.2,1.2
1027136,0.6,4.2,1.2,0.6,1.2,0.3,1.5,0.2,0.3,0.2
59403627,1.2,2.8,1.7999999999999998,1.7999999999999998,2.8,1.7999999999999998,3.0,1.2,0.6,0.4
113169861,2.0999999999999996,3.0,4.8999999999999995,2.8,2.0999999999999996,4.2,2.4,1.7999999999999998,1.7999999999999998,1.7999999999999998
56800868,2.0999999999999996,3.0,2.25,3.0,2.0999999999999996,4.199999999999999,1.7999999999999998,0.3,5.6,1.2
34373547,0.7,0.6,0.85,2.25,0.6,0.7,5.6000000000000005,0.6,0.6,0.6
210971961,1.2,1.7999999999999998,1.7999999999999998,4.199999999999999,4.199999999999999,2.4,1.2,1.2,1.7999999999999998,1.7999999999999998
93918535,0.8999999999999999,0.6,4.2,0.8999999999999999,0.6,0.2,0.6,0.2,0.2,0.8
49652179,1.2,1.7999999999999998,2.0999999999999996,1.4,1.4,1.4,4.199999999999999,0.6,1.2,1.2
102112552,2.0999999999999996,1.7999999999999998,1.7999999999999998,2.8,4.199999999999999,5.6000000000000005,1.2,3.0,4.199999999999999,3.5999999999999996
17612683,0.7,0.6,0.8,1.7999999999999998,1.2,1.7999999999999998,1.7999999999999998,1.2,3.0,0.6
124205317,4.8999999999999995,4.199999999999999,6.4,4.199999999999999,4.8999999999999995,4.199999999999999,1.7999999999999998,0.6,2.4,0.6
5315847,2.4,6.4,4.199999999999999,0.8,6.4,1.2,1.7999999999999998,0.3,0.6,0.2
99480601,1.2,1.7999999999999998,6.4,1.2,2.0999999999999996,1.2,1.4,2.0,0.8,1.2
200750991,0.8,0.6,7.6499999999999995,0.6,0.5,0.7,5.6000000000000005,1.7999999999999998,0.7,0.7
181695848,1.7999999999999998,6.4,4.8999999999999995,1.2,5.6,1.0,0.6,0.2,0.6,0.8
7308736,1.2,1.2000000000000002,0.6,1.7999999999999998,0.6,2.4,0.6,1.7999999999999998,2.4,0.8
17614637,2.8,4.8999999999999995,1.7999999999999998,1.6,2.4,1.7999999999999998,1.2,0.8,2.4,1.2
86981001,0.6,8.549999999999999,1.2,1.7999999999999998,6.4,1.2,1.2,0.2,7.2,1.2
203148074,0.7,0.8,5.6,0.7,1.2,0.7,0.0,0.0,0.8,0.6
17516504,2.8,5.6,2.0999999999999996,5.6000000000000005,6.4,4.5,1.4,0.6,4.8999999999999995,3.5999999999999996
51846914,1.2,0.6,3.5,0.7,0.6,1.2,5.6,2.4,2.8,1.7999999999999998
212958532,1.4,0.8,2.0999999999999996,1.2,0.6,1.2,0.6,0.4,0.3,0.3
1629358,5.6000000000000005,5.6000000000000005,2.0999999999999996,1.2,5.6000000000000005,0.6,0.6,0.3,1.4,0.2
134245357,1.7999999999999998,1.4,0.7,1.2,0.6,1.4,2.0999999999999996,2.0999999999999996,1.2,1.2
1261561,4.199999999999999,0.4,1.7999999999999998,0.4,5.6000000000000005,0.2,0.4,0.1,1.0,0.2
41571963,2.25,0.0,6.3,0.0,0.2,2.4000000000000004,2.0999999999999996,5.6000000000000005,2.0999999999999996,1.0
51113095,3.0,4.199999999999999,1.4,6.0,4.8999999999999995,1.7999999999999998,5.6,0.6,1.7999999999999998,1.2
76169642,1.4,7.6499999999999995,2.0999999999999996,0.6,5.6,1.4,4.8999999999999995,0.6,4.800000000000001,0.6
194171766,0.4,1.2,2.8,0.6,0.7,1.4,1.2,0.8,2.4,1.2
18271679,1.2,0.6,1.2,1.7999999999999998,1.7999999999999998,0.6,1.7999999999999998,1.7999999999999998,1.2,0.8
58470789,1.2,5.6000000000000005,2.4000000000000004,2.8,5.6000000000000005,1.2,1.2,0.2,0.8,0.6000000000000001
4194332,0.3,5.6000000000000005,0.6,1.2,0.8,1.6,1.2,0.1,0.3,0.0
18167326,0.6,1.7999999999999998,1.7999999999999998,2.0999999999999996,1.2,3.5999999999999996,1.7999999999999998,0.8,4.2,1.7999999999999998
84351638,1.2,0.6,1.2,4.199999999999999,0.8,4.8999999999999995,5.95,1.2,6.8,1.7999999999999998
77891076,2.0999999999999996,2.8,1.4,2.8,1.7999999999999998,4.800000000000001,2.0999999999999996,1.7999999999999998,6.4,1.7999999999999998
30401956,0.8,1.5,0.85,6.4,1.4,0.8,0.9,0.0,0.0,0.0
111304309,0.6,1.5,0.8,0.7,0.6,0.8,1.4,0.7,0.8,0.8
134245353,0.6,2.4,0.6,1.7999999999999998,1.2,3.5999999999999996,0.4,2.4,5.6,0.4
7946252,4.199999999999999,2.8,4.199999999999999,7.2,4.199999999999999,2.0999999999999996,6.0,0.6,1.7999999999999998,2.6
83511139,1.7999999999999998,1.2,1.7999999999999998,1.2,1.2,0.6,2.4,0.4,1.2,0.4
199050935,0.6,4.199999999999999,1.7999999999999998,1.7999999999999998,4.199999999999999,1.7999999999999998,1.4,0.8,1.2000000000000002,0.6
50820032,0.7,0.7,9.5,0.95,1.2,0.8,7.2,5.6,0.85,0.8
82020498,1.7999999999999998,7.2,6.4,2.0999999999999996,4.199999999999999,5.6000000000000005,4.8999999999999995,1.2,7.2,0.6
9474028,0.2,0.3,1.2,0.2,0.2,0.6,0.6,0.2,0.0,0.0
55179313,2.0999999999999996,4.800000000000001,1.2,2.0999999999999996,2.0999999999999996,5.25,2.4,0.6,6.8,1.7999999999999998
60392809,0.2,0.6,0.1,0.2,0.2,1.7999999999999998,0.2,0.2,4.199999999999999,0.2
93296295,0.6,7.6499999999999995,6.8,0.8,6.4,4.199999999999999,0.7,0.2,0.6,0.2
3352568,4.8999999999999995,1.2,2.8,5.6,4.199999999999999,0.8,1.7999999999999998,0.8,1.7999999999999998,2.4
79219366,2.8,5.6000000000000005,1.4,5.6000000000000005,4.199999999999999,4.199999999999999,2.0999999999999996,1.2,4.800000000000001,4.199999999999999
193273536,2.0999999999999996,6.4,2.8,1.4,6.4,2.4,0.6,0.3,0.8,0.6
5434805,1.2,2.4,1.7999999999999998,1.7999999999999998,2.0999999999999996,0.7,0.6,0.2,0.6,0.4
169366451,6.4,6.4,7.6499999999999995,1.4,6.4,1.2000000000000002,0.6,0.3,0.2,0.2
14884938,2.4,1.7999999999999998,1.7999999999999998,4.199999999999999,2.0999999999999996,2.4,3.5999999999999996,1.7999999999999998,1.7999999999999998,1.7999999999999998
15738922,2.0999999999999996,7.6,1.4,2.8,0.9,6.4,3.5,1.2,6.8,1.7999999999999998
83380751,3.5999999999999996,5.6000000000000005,4.8999999999999995,4.8999999999999995,4.8999999999999995,0.6,0.6,0.6,2.4,1.2
1284914,0.2,0.2,0.4,1.2000000000000002,0.8,1.2000000000000002,1.7999999999999998,0.4,1.2000000000000002,0.6000000000000001
3998623,0.6,7.2,2.4,1.2,6.4,1.4,1.2,0.2,0.6,0.3
195760279,1.3,2.8,4.199999999999999,2.0999999999999996,4.800000000000001,4.800000000000001,0.6,0.6,4.199999999999999,2.4
90166650,2.8,5.6000000000000005,1.2,3.5,3.2,2.4,0.6,0.3,7.2,2.0999999999999996
65079014,1.2,4.2,4.199999999999999,1.2,4.199999999999999,0.6,0.6,0.4,0.6,0.4
66117517,1.2,1.2,3.5999999999999996,1.7999999999999998,1.2,1.2,1.7999999999999998,2.0,0.8,0.8
96457658,0.8,1.4,1.4,2.0999999999999996,0.6,5.6000000000000005,2.0999999999999996,0.0,0.7,1.2
87029402,0.6,2.0999999999999996,1.4,1.4,0.6,1.4,1.4,4.199999999999999,0.7,1.2
102675336,4.199999999999999,0.7,2.0999999999999996,1.7999999999999998,6.4,1.2,4.199999999999999,1.2,2.0999999999999996,0.4
189822176,2.4,7.2,6.4,0.8,4.8,0.95,0.6,0.1,0.3,0.3
52080229,3.5999999999999996,7.2,2.0999999999999996,3.5999999999999996,5.6000000000000005,0.6,5.6000000000000005,0.6,0.8,0.7
4687741,1.7999999999999998,1.2,1.2,1.7999999999999998,1.2,2.4,3.5999999999999996,4.199999999999999,3.5999999999999996,0.8
52422878,0.95,1.7999999999999998,2.8,0.7,1.2,1.4,1.7999999999999998,1.7999999999999998,0.6,0.6
63078310,0.95,5.6000000000000005,1.2,1.2,1.2000000000000002,4.2,2.0999999999999996,0.2,7.2,0.6
97205149,2.0999999999999996,1.4,1.4,2.4000000000000004,1.4,5.6000000000000005,4.199999999999999,5.6000000000000005,7.6499999999999995,1.6
2045233,1.7999999999999998,6.8,2.0999999999999996,1.4,2.0999999999999996,1.2,2.25,0.1,4.800000000000001,0.3
213759518,1.4,5.6000000000000005,3.5999999999999996,1.2,0.6,5.6000000000000005,5.6000000000000005,3.5999999999999996,4.199999999999999,0.6
45744269,4.199999999999999,4.199999999999999,5.6000000000000005,7.6,1.7999999999999998,2.0999999999999996,0.8,1.2,0.7,0.7
53614250,4.199999999999999,0.6,5.6000000000000005,1.2,1.2,1.2,4.199999999999999,0.6,0.6,0.6
30401979,0.6,0.7,6.4,0.6,0.7,0.7,0.0,0.0,0.7,0.9
83916654,0.4,0.8,1.0,1.5,0.6,1.5,0.8,0.2,1.6,0.6
55915048,1.2,0.6,0.6,1.2,0.6,2.0999999999999996,1.2,1.5,0.6,0.4
