id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
4116102,1,4,2,2,2,7,2,9,9,2
80257632,1,5,2,0,1,6,2,1,1,1
2241308,3,3,2,3,7,2,0,2,0,1
204336669,7,8,7,7,3,2,0,1,1,0
34952275,2,2,1,7,9,2,2,2,3,3
9223300,2,7,2,1,3,3,1,1,7,4
149782763,0,1,0,0,0,3,2,5,3,1
99962781,1,3,9,1,0,2,7,6,0,1
57005765,1,7,2,2,1,7,2,3,3,6
99567690,0,7,0,1,1,3,1,1,6,2
151085454,0,2,0,0,0,4,1,0,0,0
134245347,3,1,0,2,2,7,3,7,3,2
16074172,6,2,6,2,6,2,2,2,2,1
61210999,2,2,2,1,2,7,4,2,2,0
205113268,6,4,7,6,7,3,2,3,3,3
99526020,3,7,1,2,9,2,0,1,2,2
152156851,0,4,1,1,1,0,0,0,0,1
17997657,1,1,1,2,1,1,2,2,2,1
55713838,3,2,1,1,1,3,2,6,1,0
97622225,3,7,2,3,9,7,2,3,2,6
45138126,0,8,1,3,7,0,2,0,0,0
51897534,1,1,3,2,1,2,1,3,1,3
74451241,1,3,1,2,2,1,1,0,0,0
6629722,1,3,2,1,2,3,7,8,8,1
126273707,0,1,2,1,1,0,1,0,0,0
99567684,1,3,0,0,2,3,0,1,2,0
102339234,2,4,6,3,9,0,2,2,1,2
35094579,3,6,2,1,2,2,2,2,2,2
16843548,1,9,1,1,1,2,7,7,0,1
106839634,1,1,3,2,2,1,2,2,0,0
134245346,7,7,7,8,7,0,2,2,2,2
5635960,2,3,10,1,2,0,0,1,0,0
142836663,0,10,9,1,2,2,0,0,1,0
152156857,1,0,0,1,1,3,2,3,4,0
46337905,3,4,3,0,1,3,1,4,3,2
828136,9,9,9,1,8,1,0,2,2,1
80988232,0,2,0,2,7,2,2,3,3,3
76983686,1,2,1,0,1,1,0,0,0,0
148763951,0,8,2,1,8,1,0,0,1,2
2107983,0,2,0,0,2,6,0,2,4,1
57005772,0,2,0,0,2,1,5,2,1,1
98114160,0,9,2,1,7,1,0,0,0,0
49562778,1,3,0,1,2,2,2,6,2,1
19226344,1,0,0,0,0,0,0,0,0,0
152156863,1,3,1,2,5,2,3,7,7,0
1027136,0,2,1,1,1,0,1,1,0,1
59403627,1,6,3,1,3,2,3,1,3,1
113169861,2,2,0,0,3,2,0,1,1,2
