id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
4116102,6,1,8,1,2,8,3,2,9,3
80257632,4,7,6,6,7,6,3,1,1,1
2241308,7,4,7,7,7,3,1,1,2,2
204336669,8,6,7,6,6,2,2,1,1,1
34952275,2,6,3,8,9,3,1,1,7,3
9223300,3,7,2,3,6,3,3,2,6,3
149782763,1,2,1,1,1,8,7,6,7,2
99962781,4,1,6,1,1,6,6,6,3,4
57005765,4,6,2,5,6,7,4,2,6,4
99567690,3,2,3,3,3,7,6,1,8,3
151085454,2,2,1,1,1,8,2,2,1,1
134245347,4,0,6,2,1,9,6,7,7,2
16074172,6,2,6,3,6,2,5,1,2,2
61210999,1,2,7,3,2,3,3,5,4,3
205113268,7,6,3,8,8,3,2,2,4,3
99526020,2,8,1,1,8,2,2,1,2,1
152156851,1,6,2,2,1,1,1,1,2,1
17997657,3,2,2,2,3,2,5,6,4,2
55713838,3,2,7,1,2,2,3,5,2,5
97622225,3,6,1,4,6,3,1,1,6,3
45138126,2,7,3,4,8,1,1,1,1,2
51897534,2,1,8,1,2,3,2,3,8,1
74451241,3,4,2,7,7,3,1,1,2,2
6629722,1,1,2,3,6,2,4,1,7,1
126273707,2,1,3,6,4,1,2,3,1,1
99567684,2,3,2,2,3,1,5,1,3,3
102339234,3,2,4,4,6,1,2,1,1,2
35094579,2,4,6,2,7,1,1,1,1,2
16843548,2,6,3,2,6,2,4,3,2,2
106839634,7,2,8,6,6,1,8,1,1,1
134245346,7,2,6,9,8,1,1,1,2,2
5635960,8,2,10,1,1,1,1,1,0,1
142836663,6,8,8,2,8,2,1,1,3,1
152156857,4,1,7,4,1,7,6,6,8,3
46337905,3,7,7,4,7,6,4,2,4,3
828136,8,8,8,1,7,6,1,1,1,1
80988232,2,4,3,3,4,2,4,3,4,2
76983686,2,2,2,1,3,2,5,3,3,2
148763951,4,9,2,3,8,2,2,0,2,1
2107983,3,3,3,6,1,6,5,2,6,3
57005772,2,3,2,2,2,2,2,1,2,2
98114160,2,8,2,1,7,3,3,1,2,2
49562778,3,1,2,3,1,4,4,4,3,2
19226344,3,3,1,2,4,1,2,1,1,1
152156863,2,4,1,2,1,2,3,1,3,1
1027136,1,3,1,2,2,1,2,5,1,1
59403627,3,4,4,3,3,2,3,2,3,2
113169861,3,3,7,3,6,2,3,2,4,3
56800868,3,3,2,5,2,3,2,2,8,2
34373547,1,1,1,1,1,1,1,1,1,1
210971961,1,3,3,4,6,6,4,2,3,3
93918535,6,2,6,1,2,1,1,1,1,1
49652179,2,3,3,3,2,2,2,1,1,2
102112552,2,3,3,3,1,6,3,5,7,7
17612683,2,2,2,2,2,3,5,5,3,3
124205317,6,4,7,4,6,3,1,1,2,2
5315847,2,9,2,2,9,2,2,1,3,3
99480601,3,2,8,6,3,1,2,1,3,1
200750991,3,1,9,1,1,2,8,3,1,1
181695848,2,8,7,2,8,5,3,1,3,1
7308736,2,3,1,3,1,3,3,3,6,2
17614637,3,7,3,3,3,3,6,2,4,2
86981001,2,9,3,3,8,2,3,1,4,3
203148074,1,1,7,1,1,1,1,1,1,1
17516504,3,3,6,7,8,6,4,1,6,4
51846914,2,2,3,1,1,6,8,2,7,2
212958532,1,3,1,1,2,2,4,5,1,1
1629358,4,7,6,1,7,1,1,1,3,2
134245357,1,1,3,2,2,1,3,3,2,3
1261561,7,3,2,1,8,1,1,1,1,2
41571963,3,1,9,1,1,2,4,8,2,1
51113095,8,2,3,8,7,2,1,2,3,3
76169642,3,9,2,2,8,2,3,1,8,1
194171766,1,2,3,2,1,6,3,5,2,2
18271679,3,2,3,1,3,3,3,3,2,3
58470789,3,7,3,3,7,3,3,1,2,2
4194332,1,2,2,1,3,8,2,1,1,1
18167326,1,3,1,2,2,4,2,2,7,4
84351638,1,2,2,3,2,6,8,1,8,3
77891076,3,4,2,3,3,7,6,3,9,3
30401956,1,1,1,9,6,1,1,0,1,1
111304309,1,2,1,7,1,1,3,1,1,1
134245353,2,4,3,3,2,3,2,3,8,2
7946252,3,4,6,8,6,4,1,1,4,3
83511139,2,1,2,2,1,2,3,2,2,1
199050935,3,6,3,4,6,2,5,2,3,1
50820032,2,1,10,1,2,4,9,9,5,1
82020498,2,8,8,2,5,8,8,1,8,1
9474028,2,1,3,1,1,1,1,1,1,1
55179313,2,7,2,3,2,4,3,2,8,3
60392809,1,1,1,1,0,3,1,2,3,1
93296295,1,9,7,2,8,2,7,1,1,1
3352568,6,3,7,8,6,3,3,1,3,3
79219366,4,7,2,7,6,7,3,3,3,6
193273536,3,8,4,7,8,3,2,1,3,3
5434805,1,4,6,2,2,1,2,1,1,1
169366451,8,8,8,2,8,2,2,1,1,1
14884938,4,2,3,7,3,2,3,3,3,2
15738922,2,8,2,3,1,8,6,2,9,3
83380751,6,8,6,7,7,3,1,1,3,2
1284914,1,2,2,3,2,3,3,1,3,5
3998623,1,9,2,1,9,1,1,1,1,1
195760279,3,3,3,2,6,2,7,1,3,3
90166650,3,7,3,5,4,7,1,2,8,4
65079014,6,3,7,2,8,2,2,1,1,1
66117517,3,1,3,3,2,3,5,2,2,5
96457658,2,3,1,3,2,3,2,2,4,2
87029402,2,2,1,2,1,2,3,1,1,1
102675336,4,4,3,3,9,3,2,1,3,3
189822176,4,9,8,2,4,1,2,1,1,1
52080229,4,8,8,1,8,1,8,1,1,1
4687741,3,3,2,3,2,6,4,7,4,3
52422878,1,2,6,2,1,1,1,4,1,1
63078310,2,8,2,1,2,6,5,1,9,1
97205149,4,2,3,4,2,8,8,7,8,6
2045233,3,9,3,2,7,2,2,1,7,2
213759518,1,7,3,2,2,8,6,2,6,1
45744269,3,6,7,8,4,1,8,1,3,1
53614250,2,1,6,0,2,6,4,2,1,2
30401979,1,1,8,1,1,1,1,1,1,1
83916654,1,2,5,2,2,2,1,1,1,2
55915048,1,1,2,2,1,3,1,2,1,1
56232025,3,6,3,3,7,4,4,2,6,3
31260463,2,2,3,1,2,2,5,5,3,1
58026824,2,3,3,4,3,3,4,1,3,3
69375516,2,8,3,3,4,7,7,3,7,4
215870218,7,7,6,3,6,7,6,2,8,3
48578381,8,2,7,8,8,3,1,1,2,4
55422058,3,6,7,4,7,8,7,3,8,3
138830239,3,8,2,3,8,3,3,1,3,2
101157977,2,1,3,2,1,2,3,1,1,2
79785773,3,3,2,6,2,4,3,3,6,4
201816469,8,3,7,6,8,3,2,1,3,2
58026802,3,6,2,2,7,3,3,6,6,4
134307269,8,3,9,7,7,2,1,1,1,1
1394129,1,1,8,1,1,1,1,1,1,1
99604430,2,8,3,3,7,3,7,1,4,2
1181559,2,1,7,2,3,3,7,4,1,1
49367038,2,7,1,3,3,2,1,1,3,5
84791675,8,3,8,8,9,1,3,1,1,1
65819501,2,3,2,6,4,6,6,2,6,6
34134703,9,8,8,1,7,2,8,1,1,1
105881940,1,2,9,3,8,0,1,1,1,1
67801698,4,2,3,3,3,3,4,1,3,2
98079917,3,3,8,2,2,1,1,1,0,1
87839561,3,9,2,8,8,2,1,1,7,3
56491568,3,6,2,3,3,4,1,1,3,2
205932746,1,8,8,2,6,1,1,1,1,1
51113107,2,3,2,3,2,3,4,4,3,2
74738631,3,1,6,2,1,2,6,1,1,1
94043093,2,7,1,2,3,3,4,1,8,2
128725950,2,7,3,4,4,3,4,2,3,1
102523558,3,9,7,3,7,2,5,1,1,1
19919865,1,1,1,1,1,2,3,2,1,1
76273564,2,2,2,3,1,4,2,4,3,3
100565256,3,2,4,6,2,6,6,2,7,4
200394113,4,2,2,6,3,3,4,1,6,4
102421980,6,3,7,3,2,2,3,3,3,2
84344367,2,1,3,4,1,2,1,2,1,1
72497728,3,6,2,2,7,2,4,1,4,2
68002205,3,7,1,2,4,3,2,3,3,2
72898792,2,2,3,6,3,3,7,1,1,1
138460133,6,3,2,8,6,3,6,2,3,4
206545451,8,4,8,7,9,2,1,2,1,1
1489566,7,8,9,2,3,1,2,1,1,1
195696960,1,7,2,1,8,1,1,1,1,1
157676367,2,7,3,6,7,2,2,1,2,2
94043087,2,2,3,7,1,6,2,1,4,2
83448924,2,2,7,7,2,2,7,2,3,1
63645659,1,1,2,1,3,2,1,3,2,2
107721773,1,2,1,4,6,1,4,1,1,1
170437794,1,1,7,1,1,2,1,1,1,1
7211039,2,9,4,1,9,2,3,1,1,2
195474892,2,1,8,8,1,2,2,2,2,1
86366069,2,9,8,4,8,1,1,1,1,1
9949411,4,8,2,3,3,4,6,6,4,3
99092662,1,8,2,2,2,2,2,1,6,2
39833157,1,9,1,0,7,1,2,0,1,1
13182786,6,3,7,3,6,1,1,5,1,1
15268755,3,4,3,2,8,2,2,3,3,2
113607068,9,3,9,1,7,1,1,1,1,1
69330138,3,7,2,7,6,6,3,1,3,3
59617193,3,2,3,6,1,3,2,2,3,2
206966496,2,2,1,7,3,7,1,3,1,2
47527154,3,7,6,3,6,3,3,2,3,3
205180061,1,1,1,1,1,1,1,1,1,1
34373550,1,1,2,2,1,1,1,1,1,1
12713910,1,9,8,1,9,1,1,1,1,1
3193236,7,6,6,7,8,3,2,2,4,3
80628593,7,4,7,3,4,5,2,3,3,3
16700200,1,3,6,6,2,2,3,1,1,1
159483171,2,3,2,3,3,2,2,3,3,2
102483617,3,4,4,7,6,3,4,6,2,3
2763553,3,3,4,6,7,3,2,2,2,2
47788573,1,3,2,3,2,3,5,1,3,3
196566732,3,2,6,2,3,2,3,2,1,2
101058866,6,1,6,2,2,6,4,7,3,1
18912237,3,4,1,8,7,1,4,1,1,2
159115989,2,3,1,6,2,6,3,5,7,3
86617202,8,5,3,8,4,6,4,3,8,3
8608429,3,2,3,6,3,4,2,2,3,3
109486663,3,7,7,6,6,2,3,1,3,2
101191919,1,1,2,8,1,6,1,2,6,3
194164487,3,1,3,1,1,3,2,3,9,1
45859773,2,1,3,2,1,7,3,2,7,4
2297821,1,8,2,1,8,1,1,1,1,1
108109288,2,2,2,2,3,3,7,2,3,1
2235503,6,8,8,1,6,2,1,1,1,1
37764882,1,9,3,1,7,1,1,0,1,1
7897387,3,2,3,2,2,1,2,1,5,2
100535643,1,2,2,2,3,3,1,5,1,1
102644366,7,3,3,7,8,3,3,2,3,2
99402058,7,8,6,7,8,1,1,1,3,2
47505989,3,8,8,4,7,2,3,1,6,2
110742290,2,3,1,1,1,6,1,2,6,2
73299028,1,1,1,1,2,1,5,1,5,1
18468296,4,6,6,6,6,1,5,5,1,3
91989996,4,7,6,3,8,1,1,1,2,1
88416983,8,3,7,8,7,5,4,2,4,2
50207366,2,4,2,1,2,4,3,3,3,1
101741648,7,3,6,3,3,2,6,2,4,1
212071753,1,1,6,8,6,1,1,1,2,1
99446605,2,1,1,1,2,2,3,2,6,7
195773243,2,2,2,4,1,4,4,3,4,1
114274866,1,1,1,2,1,1,1,1,1,1
146167229,3,7,2,3,2,6,2,2,6,3
59299279,2,9,9,2,9,1,1,1,1,1
55422060,3,4,3,6,4,6,3,2,7,4
109502816,2,6,2,3,2,2,4,4,6,2
2368500,2,2,8,1,6,1,6,1,1,1
206977176,3,2,2,7,1,1,3,1,1,1
45621154,1,3,3,4,2,9,6,4,9,8
96457659,2,1,2,1,2,2,2,1,1,1
6001285,3,6,2,2,3,4,4,5,2,2
72763348,3,7,5,6,7,3,3,3,2,4
88880574,7,3,8,7,4,4,1,2,3,1
30351501,3,7,3,3,9,3,6,1,6,4
206939650,4,3,6,4,5,8,8,2,9,7
85951147,1,8,8,2,3,3,3,5,2,1
78535305,3,6,4,2,6,2,2,1,3,5
103874922,1,1,3,2,1,2,3,3,3,1
19771878,2,9,3,2,3,1,1,1,3,2
32949717,3,7,2,3,2,7,3,2,4,7
184425605,9,8,9,1,8,2,7,1,1,1
66891131,2,9,8,1,8,1,1,0,1,0
106261680,7,7,7,3,8,2,7,1,1,1
60194762,2,6,2,2,1,2,1,1,4,2
101368165,8,8,8,0,8,1,1,1,1,1
110939942,8,3,3,8,5,9,7,7,9,9
52268839,3,4,2,4,4,6,2,2,3,2
115138097,3,7,3,4,7,2,2,1,3,2
