id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
88,1.4,2.0999999999999996,2.25,1.7,0.75,5.95,6.0,1.4,5.1,2.4000000000000004
89,2.0999999999999996,0.7,2.25,2.0999999999999996,0.85,2.4000000000000004,1.4,0.7,0.7,1.7
91,1.7,0.0,1.7,1.5,2.0999999999999996,3.4,0.75,1.5,0.85,2.25
279,7.2,2.4000000000000004,5.6000000000000005,2.25,5.95,7.2,5.6000000000000005,5.95,5.95,8.1
289,2.4000000000000004,1.5,2.25,3.2,1.4,3.4,1.4,0.85,5.95,5.95
293,5.6000000000000005,0.0,5.95,1.7,0.85,5.95,5.6000000000000005,5.95,1.6,5.95
326,6.0,0.8,5.6000000000000005,5.95,3.2,5.6000000000000005,1.7,6.4,5.95,7.2
435,3.0,2.25,5.95,5.6000000000000005,2.25,5.6000000000000005,0.7,0.0,2.0999999999999996,3.0
454,7.6499999999999995,1.6,5.6000000000000005,0.75,1.5,5.6000000000000005,1.5,0.0,2.55,1.5
668,2.4000000000000004,1.5,2.25,2.4000000000000004,2.0999999999999996,5.6000000000000005,5.95,1.7,7.6499999999999995,6.8
