id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,10,10,9,7,9,10,2,10,8,10
85546649,7,9,0,6,0,0,0,2,0,5
102975974,10,10,9,9,9,9,7,8,7,0
1284913,2,10,9,0,5,0,0,0,0,0
103989003,0,0,0,0,0,0,2,0,2,0
114170086,2,0,9,5,8,1,0,6,0,0
89653371,8,0,10,10,10,9,0,7,0,0
15263384,8,0,0,0,8,6,0,0,0,2
127131501,0,0,10,0,0,0,0,0,0,0
55179319,0,2,7,2,0,10,10,0,0,0
77884778,0,0,9,2,10,2,2,2,0,0
1941454,8,10,9,9,8,10,0,10,9,0
193351308,0,5,5,5,10,0,0,0,0,0
193962900,7,8,8,8,9,7,2,7,0,8
