id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,1.7999999999999998,1.2,0.6,1.7999999999999998,0.6,3.5999999999999996,0.6,1.7999999999999998,1.7999999999999998,1.7999999999999998
85546649,3.5999999999999996,7.6499999999999995,5.6,2.4,1.7999999999999998,0.6,1.2,0.2,0.3,0.2
102975974,5.6,1.7999999999999998,5.6000000000000005,1.7999999999999998,6.4,0.6,0.6,1.2,0.6,0.6
1284913,1.4,7.2,7.6499999999999995,0.7,2.0999999999999996,0.0,0.7,0.4,0.2,0.7
103989003,1.5,0.7,6.4,0.7,1.4,1.4,1.4,0.6,1.2,0.6
114170086,4.8999999999999995,1.7999999999999998,6.4,4.8999999999999995,4.2,1.7999999999999998,1.2,1.7999999999999998,2.4,0.8
89653371,1.7999999999999998,0.8,1.7999999999999998,5.6000000000000005,1.6,4.199999999999999,2.4,2.4,4.8999999999999995,3.5999999999999996
15263384,5.6,7.2,7.2,2.4,6.4,0.6,0.8,1.0,0.3,0.2
127131501,0.7,0.7,8.549999999999999,0.8,0.7,0.8,0.0,0.7,0.8,0.95
55179319,0.6,1.2,1.2,1.4,1.2,1.4,2.0999999999999996,1.7999999999999998,1.7999999999999998,1.7999999999999998
77884778,1.2,6.0,5.6000000000000005,0.8,4.8999999999999995,0.95,2.4,0.4,0.3,0.9
1941454,5.6000000000000005,0.6,2.0999999999999996,2.0999999999999996,1.6,5.6,1.7999999999999998,1.7999999999999998,4.8999999999999995,1.7999999999999998
193351308,1.2,6.4,0.6,6.4,6.4,1.6,1.6,0.8,0.6,1.2
193962900,6.4,5.6000000000000005,5.6000000000000005,6.4,7.2,1.2,0.6,0.6,1.2,1.7999999999999998
