id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,2,3,1,0,2,2,5,6,1,2
85546649,1,5,2,1,6,0,1,1,2,0
102975974,6,1,8,3,7,0,0,0,2,0
1284913,4,9,4,7,6,0,0,0,0,1
103989003,0,1,2,2,2,0,3,2,0,2
114170086,8,8,9,1,8,2,0,2,0,2
89653371,2,2,1,6,1,6,7,3,7,7
15263384,7,9,9,0,9,2,0,0,0,0
127131501,0,0,9,0,0,0,0,0,0,0
55179319,1,2,1,2,0,2,2,5,2,0
77884778,4,1,8,2,8,2,2,1,0,1
1941454,8,2,7,6,8,4,2,1,1,0
193351308,1,8,0,7,9,3,7,1,0,1
193962900,6,4,7,7,9,2,2,2,2,1
