id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,2,2,1,2,1,7,1,3,3,4
85546649,2,9,9,1,2,1,1,1,1,1
102975974,8,3,8,7,8,1,4,1,2,1
1284913,3,9,8,2,7,1,1,1,1,1
103989003,1,1,7,2,1,1,2,1,1,1
114170086,8,3,8,7,6,2,3,1,2,1
89653371,3,3,3,7,2,6,6,4,6,4
15263384,7,8,8,4,8,1,1,1,1,1
127131501,1,1,10,1,1,1,0,1,0,1
55179319,2,2,2,4,2,7,3,2,2,2
77884778,2,8,7,3,7,3,1,1,1,1
1941454,7,1,2,1,4,7,3,2,6,4
193351308,2,7,1,7,9,5,2,1,1,2
193962900,8,8,8,8,8,2,2,1,3,3
