id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,0,2,1,2,2,6,0,1,5,6
85546649,5,10,7,0,2,2,0,0,1,1
102975974,9,6,8,10,9,2,2,0,2,0
1284913,2,8,5,6,8,3,2,0,0,1
103989003,2,0,2,1,0,2,0,0,0,0
114170086,9,8,8,8,9,2,2,5,3,5
89653371,4,2,2,9,2,8,8,7,7,4
15263384,9,9,9,7,9,0,1,0,0,0
127131501,1,0,10,0,0,0,0,0,0,0
55179319,2,2,2,2,0,2,2,5,6,1
77884778,7,9,8,3,9,5,2,6,2,0
1941454,6,0,3,9,6,4,2,4,3,3
193351308,0,9,0,7,10,2,2,2,3,2
193962900,9,9,8,7,9,5,2,5,3,2
