id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,3,3,1,4,2,6,2,3,3,3
85546649,2,9,8,1,3,1,1,1,1,1
102975974,7,3,8,4,8,1,1,2,1,1
1284913,8,9,9,2,8,1,2,1,1,1
103989003,4,1,8,2,1,1,8,2,1,1
114170086,8,7,8,7,7,4,2,3,3,2
89653371,3,1,3,7,4,7,8,4,7,7
15263384,3,7,8,7,8,0,1,1,1,1
127131501,1,1,10,1,1,1,1,1,0,0
55179319,3,3,1,3,1,4,3,2,2,2
77884778,2,3,8,3,6,3,4,1,2,1
1941454,8,1,3,6,7,8,2,2,6,4
193351308,1,8,3,8,9,2,1,1,2,1
193962900,8,7,7,8,8,3,3,1,4,2
