id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,1,0,2,4,2,5,1,2,3,1
85546649,0,9,8,1,2,1,0,1,0,0
102975974,8,9,9,10,9,0,0,0,10,0
1284913,0,10,9,10,0,0,0,0,0,0
103989003,0,0,0,0,0,0,0,0,0,0
114170086,9,8,9,0,8,0,0,0,1,0
89653371,0,0,0,1,0,0,2,0,9,0
15263384,9,9,9,10,9,0,0,0,0,1
127131501,0,7,9,0,0,0,0,0,0,0
55179319,0,7,0,0,0,0,0,3,7,2
77884778,0,3,0,0,3,0,0,1,0,0
1941454,9,8,7,9,9,1,0,0,0,2
193351308,1,9,0,8,8,0,2,0,0,0
193962900,0,9,8,9,9,0,10,0,0,2
