id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
88,1.7999999999999998,0.8,3.5999999999999996,2.0999999999999996,0.6,5.6,3.5,0.6,2.8,2.4
89,5.6000000000000005,0.2,2.4,4.199999999999999,2.4,4.199999999999999,1.7999999999999998,0.4,1.7999999999999998,1.7999999999999998
91,5.6000000000000005,0.6,3.5,7.2,1.2,7.6,2.8,1.7999999999999998,7.6,2.8
279,2.8,0.8,2.0999999999999996,5.25,1.5,4.199999999999999,2.8,1.2,6.4,6.4
289,4.8999999999999995,0.95,4.199999999999999,4.199999999999999,1.7999999999999998,5.25,5.25,3.5,7.2,4.800000000000001
293,5.6000000000000005,0.3,7.6499999999999995,2.0999999999999996,1.7999999999999998,7.2,2.8,1.2,2.8,4.800000000000001
326,2.8,0.8,2.4,4.8999999999999995,1.7999999999999998,2.8,1.7999999999999998,1.7999999999999998,7.2,4.199999999999999
435,5.6000000000000005,0.6,4.199999999999999,2.4,2.0999999999999996,4.199999999999999,2.0999999999999996,0.9,2.4,2.4
454,6.4,1.5,6.8,3.5,1.7999999999999998,6.4,1.9500000000000002,0.6,3.5,2.4
668,5.6,0.8,4.2,4.2,1.2,4.8999999999999995,4.199999999999999,4.199999999999999,6.4,5.6
