id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,3,2,1,5,3,5,5,3,3,4
85546649,1,8,8,5,4,2,2,2,2,3
102975974,9,9,9,10,9,2,2,5,2,1
1284913,2,10,7,6,8,2,0,2,0,0
103989003,0,0,1,2,0,0,2,0,2,2
114170086,10,8,8,9,8,3,2,2,2,2
89653371,3,2,2,7,6,6,7,3,7,4
15263384,9,7,9,7,9,2,1,0,2,1
127131501,0,0,10,0,0,0,0,0,0,0
55179319,3,0,0,3,2,2,5,5,3,0
77884778,3,9,9,2,8,2,3,4,4,0
1941454,6,0,6,7,7,6,2,3,5,2
193351308,2,9,0,6,9,1,2,2,0,2
193962900,9,10,8,9,10,5,3,2,2,0
