id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,5,0,0,2,2,4,0,5,0,3
85546649,1,3,0,0,2,2,2,0,1,0
102975974,8,0,1,1,8,1,0,0,0,1
1284913,1,9,1,0,0,0,0,0,0,0
103989003,0,0,0,0,2,1,1,0,0,0
114170086,3,6,1,3,7,1,0,1,2,0
89653371,0,0,0,7,0,3,0,7,3,3
15263384,1,8,7,0,8,0,1,1,1,0
127131501,0,0,9,0,0,0,0,0,0,0
55179319,0,0,1,3,1,2,2,0,2,0
77884778,1,6,6,2,7,0,1,1,0,0
1941454,3,0,2,2,2,6,1,2,2,1
193351308,0,7,0,4,8,2,0,2,0,1
193962900,8,7,2,6,8,0,2,0,0,0
