id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,6,7,5,8,8,10,2,8,10,7
85546649,0,9,2,0,6,3,10,0,2,0
102975974,10,10,9,10,9,10,2,6,0,2
1284913,2,10,0,9,9,1,0,2,0,0
103989003,0,0,0,0,0,0,0,2,0,2
114170086,6,2,8,3,9,2,5,2,0,0
89653371,7,9,7,0,0,10,8,9,10,8
15263384,9,2,0,2,3,8,0,0,2,2
127131501,0,0,10,2,0,0,0,0,0,0
55179319,0,2,1,5,2,5,8,8,6,2
77884778,2,8,8,0,10,0,1,2,4,2
1941454,9,10,9,10,10,8,0,8,9,2
193351308,0,9,0,9,10,0,2,0,0,5
193962900,8,7,10,10,9,0,1,0,5,0
