id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,0,2,5,5,2,6,1,2,2,4
85546649,2,9,3,2,6,2,0,5,0,1
102975974,9,2,9,9,9,2,0,5,0,2
1284913,2,9,6,8,7,1,0,0,1,0
103989003,0,0,3,0,0,2,2,0,1,0
114170086,8,9,9,9,8,2,2,2,5,2
89653371,2,2,2,7,2,7,4,6,8,3
15263384,9,9,9,6,8,2,2,2,3,0
127131501,0,0,10,0,2,0,1,0,0,0
55179319,5,1,1,5,1,2,2,1,8,0
77884778,2,8,8,3,8,2,2,3,8,0
1941454,8,0,4,8,10,3,2,6,3,2
193351308,2,8,2,8,9,2,2,2,0,2
193962900,8,8,8,7,9,2,3,2,4,1
