id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
88,4.0,9.0,2.4000000000000004,0.0,4.0,4.800000000000001,0.0,4.0,7.2,7.2
89,9.0,5.6,9.0,9.0,9.0,7.2,9.0,5.6000000000000005,9.0,9.0
91,9.0,9.0,4.800000000000001,9.0,9.0,9.0,7.2,0.0,7.2,8.0
279,10.0,1.6,9.0,8.0,7.2,9.0,9.0,9.0,9.0,9.0
289,7.2,7.2,9.0,7.2,7.2,9.0,9.0,9.0,9.0,7.2
293,6.4,4.0,9.0,7.2,9.0,9.0,9.0,9.0,9.0,9.0
326,9.0,7.2,1.6,9.0,6.4,7.2,7.2,7.2,7.2,9.0
435,9.0,9.0,9.0,9.0,7.2,7.2,3.2,4.800000000000001,7.2,5.6000000000000005
454,7.2,4.800000000000001,7.2,4.0,7.2,7.2,7.2,7.2,7.2,4.0
668,9.0,7.2,7.2,4.0,5.6000000000000005,7.2,9.0,9.0,9.0,7.2
