id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
88,2.0999999999999996,2.55,1.5,0.75,0.75,2.25,1.7,3.0,1.6,5.6000000000000005
89,4.0,3.5,1.5,2.55,1.6,1.7,2.55,1.7,1.5,0.8
91,3.4,1.5,1.7,2.25,2.0999999999999996,7.2,1.5,1.4,1.5,0.75
279,5.95,1.4,2.25,7.6499999999999995,3.2,7.2,7.2,3.2,7.6499999999999995,9.0
289,1.5,0.75,1.5,2.4000000000000004,0.7,5.95,1.7,1.4,6.8,5.6000000000000005
293,2.4000000000000004,0.75,4.800000000000001,1.5,1.5,6.0,1.6,5.6000000000000005,1.6,5.95
326,5.6000000000000005,1.6,1.6,5.6000000000000005,3.2,5.95,2.4000000000000004,6.4,5.95,7.6499999999999995
435,4.800000000000001,2.0999999999999996,5.6000000000000005,3.0,2.25,5.95,1.5,0.0,0.0,2.25
454,7.6499999999999995,0.0,1.5,1.6,1.5,7.6499999999999995,5.95,1.5,5.95,2.25
668,5.6000000000000005,0.8,2.4000000000000004,0.8,0.8,6.0,5.6000000000000005,7.2,6.4,7.2
