id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,0.0,0.9,4.5,1.8,0.0,4.5,0.0,0.0,4.0,1.7
85546649,0.9,7.2,2.8,0.9,4.0,1.8,0.0,0.0,0.0,0.0
102975974,7.2,1.8,5.6000000000000005,3.2,7.2,0.9,0.9,0.9,0.0,1.8
1284913,0.9,8.549999999999999,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
103989003,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0
114170086,1.6,5.6000000000000005,2.0999999999999996,0.9,4.800000000000001,0.9,1.7,1.8,1.8,0.0
89653371,0.9,0.0,0.9,4.800000000000001,1.8,2.0999999999999996,0.0,2.0999999999999996,2.4000000000000004,2.8
15263384,5.6000000000000005,4.800000000000001,7.2,0.0,4.800000000000001,0.9,0.0,0.0,0.0,0.0
127131501,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55179319,1.8,0.0,0.0,1.6,1.8,1.6,1.6,1.7,1.6,0.9
77884778,0.0,0.0,2.0999999999999996,1.8,1.7,1.8,0.9,0.0,0.0,0.9
1941454,0.0,0.95,0.0,1.6,5.6000000000000005,2.4000000000000004,0.0,1.6,0.9,0.8
193351308,0.0,7.2,0.0,7.2,7.2,1.8,0.9,0.9,0.0,4.0
193962900,7.2,5.1,2.4000000000000004,2.4000000000000004,7.2,0.0,1.8,0.0,0.0,0.0
