id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,3,1,3,2,3,6,3,2,6,4
85546649,1,9,7,2,7,1,1,1,1,1
102975974,8,3,8,8,8,2,2,1,1,1
1284913,2,8,8,1,7,2,1,1,1,1
103989003,2,1,7,2,1,1,3,1,2,1
114170086,8,6,8,7,6,3,1,3,2,2
89653371,3,2,3,7,2,6,6,4,6,7
15263384,6,8,7,4,7,2,1,1,1,1
127131501,1,1,9,1,1,1,0,1,0,0
55179319,2,4,2,4,1,6,3,3,3,2
77884778,2,6,8,3,7,1,3,1,1,1
1941454,7,1,7,4,6,6,3,3,8,2
193351308,2,7,3,8,8,1,1,1,1,2
193962900,8,7,8,8,8,2,3,1,3,2
