id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
88,8.1,7.2,7.6,1.9,7.6,2.7,1.8,1.9,6.8,8.549999999999999
89,8.549999999999999,1.8,5.95,8.549999999999999,8.549999999999999,8.549999999999999,6.8,2.8499999999999996,2.55,6.8
91,7.6,0.95,8.1,7.6,0.95,8.549999999999999,0.0,1.9,8.549999999999999,0.0
279,8.549999999999999,0.0,8.549999999999999,8.549999999999999,7.2,2.8499999999999996,7.6,1.9,9.5,8.549999999999999
289,8.549999999999999,8.549999999999999,8.549999999999999,10.0,1.9,7.2,8.549999999999999,7.6,8.549999999999999,8.549999999999999
293,9.5,10.0,8.549999999999999,7.6,0.95,10.0,7.6,0.0,9.5,10.0
326,8.549999999999999,1.9,8.549999999999999,8.549999999999999,7.6,10.0,9.5,8.549999999999999,8.549999999999999,9.5
435,8.549999999999999,1.8,5.1,7.2,7.6,6.6499999999999995,7.6,0.0,5.95,9.5
454,8.549999999999999,8.549999999999999,8.549999999999999,0.9,7.2,7.6,0.0,0.0,5.699999999999999,9.5
668,7.6499999999999995,0.95,2.8499999999999996,5.1,2.8499999999999996,4.75,4.5,7.2,8.549999999999999,5.95
