id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,1.2,1.7999999999999998,1.7999999999999998,1.7999999999999998,1.2,3.5999999999999996,1.7999999999999998,1.7999999999999998,2.4,2.4
85546649,1.2,6.4,6.4,0.6,1.7999999999999998,0.6,1.2,0.2,0.6,0.2
102975974,7.2,2.4000000000000004,6.8,4.199999999999999,7.6,1.2,1.2,0.6,1.2,0.6
1284913,3.5999999999999996,7.6499999999999995,7.2,0.6,4.8999999999999995,0.6,0.7,0.3,0.3,0.7
103989003,0.7,0.75,6.8,1.4,0.6,1.6,5.6,0.7,0.7,1.7999999999999998
114170086,5.6,3.5999999999999996,6.8,4.8999999999999995,5.6,1.7999999999999998,1.2,0.4,1.2,0.8
89653371,1.7999999999999998,1.2,1.7999999999999998,4.8999999999999995,1.2,3.5999999999999996,4.199999999999999,2.4,4.199999999999999,4.199999999999999
15263384,4.199999999999999,4.8999999999999995,6.4,4.2,6.4,0.3,0.6,0.2,0.2,0.8
127131501,0.7,0.6,8.1,0.8,0.6,0.75,0.8,0.7,0.7,0.0
55179319,1.7999999999999998,1.2,1.2,2.0999999999999996,1.2,4.199999999999999,1.7999999999999998,2.4,2.4,1.2
77884778,1.7999999999999998,4.8999999999999995,6.4,1.7999999999999998,4.8999999999999995,0.6,2.4,0.2,0.8,0.2
1941454,5.6000000000000005,0.6,5.6,2.8,4.8999999999999995,5.6000000000000005,1.7999999999999998,1.7999999999999998,4.199999999999999,1.2
193351308,1.7999999999999998,5.6000000000000005,0.7,6.4,7.2,0.7,1.4,0.6,0.6,0.6
193962900,6.4,6.4,6.4,6.4,7.2,2.4,1.2,0.3,1.2,0.8
