id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,3,4,2,3,2,6,3,3,3,3
85546649,2,8,8,2,2,1,1,1,1,1
102975974,8,2,8,8,8,3,1,2,1,1
1284913,3,9,8,4,7,1,2,1,1,1
103989003,2,1,8,2,1,1,6,1,1,2
114170086,8,4,8,7,7,2,1,3,2,2
89653371,6,2,3,7,3,7,6,4,7,6
15263384,8,8,8,3,8,2,1,1,1,1
127131501,1,1,9,1,1,1,0,1,1,1
55179319,2,3,2,4,2,6,3,2,3,1
77884778,3,6,8,2,8,2,4,1,1,1
1941454,7,1,3,4,7,7,4,7,7,5
193351308,2,7,3,8,8,2,2,1,1,2
193962900,8,7,8,8,8,3,1,1,3,3
