id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,0.0,1.6,0.0,0.0,1.8,2.4000000000000004,0.0,0.0,0.0,4.0
85546649,0.0,7.2,0.9,0.9,0.9,0.9,1.8,0.0,0.0,0.0
102975974,5.6000000000000005,1.6,0.8,2.4000000000000004,5.95,1.7,0.0,4.25,0.0,1.8
1284913,0.9,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103989003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
114170086,4.0,5.6000000000000005,0.7,7.2,5.6000000000000005,1.6,0.0,0.9,0.0,0.0
89653371,1.8,0.0,0.0,1.8,1.6,2.4000000000000004,4.800000000000001,2.4000000000000004,5.6000000000000005,2.4000000000000004
15263384,4.5,5.6000000000000005,5.6000000000000005,1.8,1.7,0.95,0.0,0.0,0.0,0.0
127131501,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55179319,0.0,0.0,0.0,0.9,0.8,1.7,0.9,0.0,0.0,1.6
77884778,1.8,0.9,2.0999999999999996,0.0,1.5,0.9,0.0,0.0,0.0,0.0
1941454,1.8,0.0,0.9,0.9,4.800000000000001,5.6000000000000005,0.0,1.6,1.6,0.0
193351308,0.0,5.6000000000000005,0.9,3.0,0.0,0.0,1.8,1.8,0.0,0.0
193962900,7.2,5.6000000000000005,7.6499999999999995,2.7,7.2,1.6,0.9,1.8,1.6,0.9
