id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
88,0.0,0.0,1.6,0.9,0.0,5.6000000000000005,3.0,0.0,1.8,1.6
89,0.0,0.95,5.6000000000000005,0.9,0.9,5.6000000000000005,1.8,1.6,0.0,0.0
91,1.7,0.0,0.9,1.8,0.0,2.7,0.0,0.9,2.4000000000000004,1.8
279,0.9,0.0,1.8,2.4000000000000004,1.8,7.2,1.8,4.5,4.0,8.1
289,0.0,0.0,1.6,0.9,1.8,5.6000000000000005,5.6000000000000005,1.6,5.95,5.6000000000000005
293,4.0,0.0,7.2,1.8,2.4000000000000004,7.6499999999999995,2.4000000000000004,4.199999999999999,1.8,2.4000000000000004
326,0.9,0.0,0.9,1.8,1.8,5.0,0.0,2.4000000000000004,2.4000000000000004,7.2
435,2.4000000000000004,0.9,4.800000000000001,0.9,0.0,2.8,0.0,0.0,2.4000000000000004,0.8
454,7.2,1.8,2.4000000000000004,0.9,1.6,2.4000000000000004,0.0,0.9,1.6,1.8
668,1.8,0.0,2.4000000000000004,0.9,1.8,5.6000000000000005,5.6000000000000005,3.0,8.549999999999999,7.2
