id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,2.25,2.0999999999999996,0.0,0.75,1.5,1.5,1.5,3.0,0.0,0.75
85546649,0.3,7.2,0.85,0.6,1.5,0.0,0.0,0.0,0.0,0.65
102975974,1.5,0.85,7.2,4.5,6.0,0.0,0.0,1.4,0.0,0.0
1284913,0.85,9.0,6.4,5.95,6.8,0.75,0.0,0.0,0.0,0.75
103989003,0.0,1.5,0.75,0.0,1.6,0.0,0.0,1.6,0.85,2.25
114170086,7.2,5.6000000000000005,7.6499999999999995,4.5,3.0,1.7,0.0,0.75,0.75,0.7
89653371,2.0999999999999996,1.6,0.75,1.5,2.25,1.6,5.6000000000000005,2.25,4.5,2.0999999999999996
15263384,5.95,0.9,7.6499999999999995,0.8,6.0,0.0,1.5,0.0,0.0,0.0
127131501,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55179319,0.0,1.5,0.8,0.6,0.6,2.25,1.6,2.4000000000000004,2.0999999999999996,0.75
77884778,1.5,5.6000000000000005,7.2,0.8,5.6000000000000005,2.25,1.7,0.75,1.5,0.0
1941454,4.199999999999999,1.4,5.6000000000000005,1.4,5.6000000000000005,3.5,0.75,0.75,2.55,0.0
193351308,1.5,7.2,0.0,5.6000000000000005,6.8,5.6000000000000005,2.4000000000000004,1.6,1.4,1.4
193962900,3.5,5.6000000000000005,5.95,4.5,7.2,0.7,0.0,0.0,2.0999999999999996,0.0
