id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,0,0,1,3,0,5,0,1,0,2
85546649,0,8,0,1,3,1,0,0,0,0
102975974,9,9,0,10,9,10,0,0,0,0
1284913,0,0,10,0,0,0,0,0,0,0
103989003,0,0,0,0,0,0,0,0,0,0
114170086,9,9,9,8,9,2,0,0,3,0
89653371,0,0,0,0,0,0,2,0,9,1
15263384,0,0,9,7,9,0,0,0,1,0
127131501,0,0,9,0,0,0,0,0,0,0
55179319,0,9,0,9,2,0,0,0,8,1
77884778,7,8,0,2,0,2,0,1,0,0
1941454,10,9,0,9,9,1,0,0,9,0
193351308,2,9,0,9,9,0,0,0,0,1
193962900,9,9,0,7,9,0,0,0,0,0
