id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,2,2,1,3,2,6,1,2,3,6
85546649,2,9,8,2,3,1,2,1,1,1
102975974,8,2,8,7,7,2,2,1,2,1
1284913,2,9,9,2,9,1,2,1,1,1
103989003,2,1,2,2,1,1,3,1,1,1
114170086,8,4,9,8,6,4,1,3,4,2
89653371,3,3,3,7,2,7,3,3,8,6
15263384,8,8,8,3,8,1,1,1,1,1
127131501,1,0,10,1,1,1,1,1,0,0
55179319,2,1,3,3,2,6,4,2,3,2
77884778,3,8,8,1,7,4,4,1,0,1
1941454,8,2,8,6,7,8,3,2,3,6
193351308,2,8,3,7,9,2,2,1,1,2
193962900,8,8,8,8,8,3,3,1,2,2
