id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
88,1.6,0.0,2.4000000000000004,0.9,0.9,5.6000000000000005,4.0,0.0,1.7,5.6000000000000005
89,0.0,0.0,2.0999999999999996,1.7,0.9,1.7,1.9,0.0,0.0,0.9
91,0.0,0.0,0.9,7.2,0.9,8.1,1.8,0.9,3.4,1.6
279,0.0,0.0,0.9,1.6,1.6,5.6000000000000005,2.4000000000000004,0.9,2.0999999999999996,7.2
289,4.0,0.9,0.9,2.4000000000000004,0.0,5.6000000000000005,5.6000000000000005,4.5,7.2,5.6000000000000005
293,4.5,1.6,1.8,1.8,2.0999999999999996,7.2,5.6000000000000005,0.0,2.4000000000000004,1.6
326,0.0,0.0,0.0,1.8,1.8,4.0,0.0,3.2,3.2,5.6000000000000005
435,2.25,0.0,1.7,1.8,4.0,1.6,0.0,0.0,0.9,0.9
454,5.6000000000000005,1.6,1.6,1.8,1.6,5.1,1.8,0.9,2.4000000000000004,0.9
668,2.4000000000000004,0.0,1.6,1.6,1.8,7.2,5.6000000000000005,5.6000000000000005,7.6499999999999995,3.2
