id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
88,2.0999999999999996,0.9,1.8,1.8,1.0,9.0,2.8,2.0,7.2,4.800000000000001
89,6.0,1.8,5.6000000000000005,4.199999999999999,0.0,5.6000000000000005,7.2,1.8,2.8,4.8999999999999995
91,2.0999999999999996,0.0,0.0,6.8,2.4000000000000004,7.2,1.4,5.0,5.6000000000000005,2.0999999999999996
279,4.199999999999999,1.4,4.800000000000001,7.2,1.8,7.2,2.8,4.0,8.549999999999999,8.549999999999999
289,2.0999999999999996,1.8,1.8,2.0999999999999996,1.8,7.2,7.2,3.5,8.549999999999999,6.8
293,1.6,0.0,5.6000000000000005,1.8,1.6,8.549999999999999,2.7,7.2,6.8,4.199999999999999
326,1.4,0.0,0.0,2.4000000000000004,1.6,2.8,7.2,5.95,8.549999999999999,7.2
435,7.2,1.8,5.6000000000000005,2.8,2.0999999999999996,7.2,1.8,1.8,4.199999999999999,1.6
454,5.6000000000000005,0.8,2.8,2.4000000000000004,2.8,7.2,2.8,1.8,7.2,4.199999999999999
668,2.0999999999999996,0.0,1.8,2.4000000000000004,1.8,5.6000000000000005,5.6000000000000005,4.199999999999999,8.1,7.2
