id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,0,5,1,2,2,3,5,4,3,3
85546649,3,10,7,0,2,1,2,1,0,0
102975974,8,6,8,2,9,2,0,5,0,2
1284913,6,9,6,8,4,3,1,0,0,0
103989003,0,0,0,2,0,0,0,0,0,0
114170086,9,7,8,8,8,5,2,3,0,2
89653371,6,2,2,7,5,7,7,8,8,7
15263384,8,7,9,7,9,1,0,1,2,1
127131501,2,0,10,0,0,0,0,0,0,0
55179319,2,0,0,3,2,2,0,0,4,1
77884778,4,9,9,2,8,2,4,6,2,0
1941454,8,2,2,7,7,7,5,6,3,3
193351308,2,10,1,7,9,2,2,1,2,0
193962900,9,9,8,9,9,5,2,5,4,0
