id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
88,0.9,0.0,0.85,1.6,0.0,5.6000000000000005,2.55,0.0,2.55,2.4000000000000004
89,0.0,0.0,0.9,1.6,1.8,3.5,1.6,0.0,0.0,0.0
91,0.9,0.0,1.6,2.4000000000000004,0.0,3.2,1.6,0.0,1.6,0.9
279,4.5,0.0,0.9,1.6,0.9,5.6000000000000005,4.0,0.0,2.4000000000000004,8.549999999999999
289,0.9,4.5,0.0,0.9,0.9,4.0,4.800000000000001,1.6,5.6000000000000005,5.95
293,2.4000000000000004,0.0,2.4000000000000004,2.7,0.0,7.2,2.0999999999999996,1.6,0.8,4.800000000000001
326,4.5,0.0,0.0,0.0,0.9,2.7,0.0,1.6,3.0,5.6000000000000005
435,2.7,0.0,2.55,2.4000000000000004,0.0,1.6,0.9,0.0,0.0,0.8
454,7.2,1.8,1.8,0.85,2.4000000000000004,5.6000000000000005,1.7,0.0,1.5,2.4000000000000004
668,1.8,0.0,1.4,1.6,1.8,5.6000000000000005,5.6000000000000005,4.800000000000001,5.6000000000000005,5.6000000000000005
