id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
88,0.75,1.5,0.75,0.7,1.4,2.25,1.5,2.25,2.55,2.55
89,2.55,1.7,2.4000000000000004,3.4,1.5,4.5,0.75,1.5,2.0999999999999996,1.4
91,0.85,0.7,1.4,5.95,1.5,5.95,0.0,0.7,2.4000000000000004,2.55
279,5.95,1.4,2.55,7.2,7.6499999999999995,7.6499999999999995,1.7,2.4000000000000004,7.6499999999999995,9.0
289,2.55,0.75,1.7,1.7,2.25,5.1,1.6,1.7,5.6000000000000005,5.95
293,5.95,0.75,5.1,1.7,1.6,7.6499999999999995,2.4000000000000004,2.55,2.25,5.6000000000000005
326,4.199999999999999,1.6,2.4000000000000004,4.5,4.199999999999999,6.8,2.55,5.6000000000000005,6.0,5.6000000000000005
435,5.95,5.1,5.95,1.6,3.2,4.0,0.75,2.25,2.0999999999999996,2.55
454,7.6499999999999995,0.0,5.95,1.7,1.6,7.2,0.85,0.75,1.7,1.7
668,1.5,0.75,2.25,5.6000000000000005,2.55,5.95,4.5,7.6499999999999995,5.95,7.2
