id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,0,2,5,2,2,2,2,3,2,3
85546649,1,7,4,0,6,2,2,5,1,2
102975974,6,2,8,2,7,0,0,0,2,0
1284913,7,9,7,7,9,1,2,1,1,0
103989003,1,0,1,2,2,0,2,2,0,1
114170086,9,7,9,3,4,1,0,1,2,2
89653371,2,2,5,7,7,2,7,7,7,7
15263384,9,8,9,4,9,1,0,0,1,0
127131501,0,0,9,0,0,0,0,0,0,0
55179319,1,1,2,1,2,2,2,0,3,0
77884778,2,1,4,0,6,0,1,0,2,0
1941454,6,0,8,7,9,3,0,0,6,0
193351308,4,8,0,7,10,4,2,0,1,2
193962900,8,6,7,8,9,0,5,1,2,2
