id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,1,3,0,1,2,2,5,4,3,1
85546649,0,8,1,0,1,3,1,0,2,0
102975974,8,3,7,6,7,0,0,0,0,0
1284913,7,9,9,7,9,1,0,0,1,2
103989003,0,2,2,3,2,2,0,1,1,1
114170086,9,9,9,1,6,0,0,1,1,0
89653371,3,2,2,2,7,2,7,6,7,6
15263384,8,9,5,7,9,0,0,0,0,0
127131501,0,0,10,0,0,0,0,0,0,0
55179319,1,0,2,1,2,2,3,2,4,0
77884778,2,6,6,1,7,0,0,1,0,0
1941454,7,1,7,6,8,0,2,0,1,2
193351308,1,9,1,4,9,7,0,2,1,2
193962900,8,7,8,7,9,0,2,0,5,1
