id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
34815107,2,4,1,2,2,5,2,2,2,3
3110283,0,0,0,2,1,2,3,10,9,2
50880001,2,2,3,3,6,3,2,0,2,5
69045240,5,2,1,3,3,6,3,4,3,3
100311762,3,7,1,8,6,6,3,5,7,8
96005995,2,7,2,7,3,2,2,2,7,2
89609250,3,10,2,2,9,2,0,1,5,2
105955606,0,4,1,2,2,2,3,2,2,0
195811248,2,8,2,9,8,3,2,4,5,5
48207198,2,2,2,2,3,7,5,2,9,7
2157391,2,8,5,3,6,3,2,2,1,2
30855940,3,2,2,6,2,2,2,0,1,2
55113574,2,8,6,2,8,4,2,0,6,2
2918469,0,1,6,2,3,0,0,2,0,0
139163369,5,2,3,2,6,0,2,5,2,2
191939123,1,0,2,2,2,2,2,2,2,1
102448417,2,2,5,2,4,2,2,2,5,2
50879999,2,1,10,3,7,8,3,5,8,7
137088306,2,2,0,8,2,2,3,0,7,0
2241303,6,9,8,6,9,2,2,5,2,1
110838535,0,9,2,7,10,0,2,0,1,0
68586748,1,1,0,2,2,2,2,2,4,2
8608431,5,8,5,3,6,3,2,5,2,5
102644363,4,2,0,7,6,2,3,3,3,2
34717810,8,10,9,2,9,2,2,1,0,2
16880552,2,0,0,2,2,0,2,0,0,0
7364003,5,2,0,5,2,2,5,5,3,1
178938132,2,10,3,3,2,2,0,2,5,2
57222170,2,5,2,3,2,2,2,2,7,3
2655092,2,1,3,2,3,9,6,6,8,3
192078521,2,8,0,6,3,6,2,2,7,1
131133274,0,9,8,2,7,0,2,1,0,0
112314994,1,8,3,2,2,8,9,6,8,2
115264745,7,6,6,10,8,5,2,2,6,7
193720362,2,7,5,5,7,6,3,5,4,3
30413836,5,8,0,2,3,6,2,3,4,2
99446591,2,3,3,3,2,7,2,5,3,5
57161147,7,2,10,6,4,2,0,2,2,0
74362394,5,8,2,2,4,3,2,2,7,0
132609697,5,0,0,2,2,10,8,8,3,2
1072151,3,9,5,3,9,5,2,0,5,3
8126669,2,0,2,2,0,7,2,5,6,2
18340467,3,3,3,8,2,2,5,2,4,2
100986496,0,3,5,4,0,2,6,2,5,5
208069707,3,2,6,4,2,7,0,2,2,2
8173070,2,8,8,3,9,2,2,0,2,0
90166639,2,3,2,6,2,5,2,5,8,2
59362233,7,4,2,2,0,6,7,2,6,2
98017612,8,0,1,2,2,8,5,5,6,0
151289498,2,1,5,2,5,3,3,3,3,5
1155149,4,9,8,3,8,4,2,2,2,0
49850000,6,8,2,9,8,9,2,0,3,5
201110720,3,9,0,7,7,5,5,2,5,5
175241745,5,6,5,3,0,4,2,2,4,0
94576806,0,9,2,9,8,2,0,1,0,2
68162651,7,8,6,8,8,4,0,1,2,0
192022523,9,8,10,5,8,2,2,2,2,1
1457152,5,9,0,6,8,5,2,4,5,2
91801583,5,8,2,3,9,2,2,2,2,5
69005811,2,8,2,9,2,2,2,0,4,2
828137,0,0,8,0,2,0,0,0,0,0
7113327,5,3,2,8,2,8,3,2,8,7
205247018,8,8,9,8,8,4,2,2,2,5
201761827,5,3,2,4,2,4,2,5,2,1
