id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
34815107,0,7,2,2,9,2,2,4,3,1
3110283,2,2,2,1,2,3,3,1,7,9
50880001,3,3,7,1,3,7,4,3,2,1
69045240,5,2,2,1,2,3,7,2,2,2
100311762,3,9,2,7,7,2,2,1,3,7
96005995,1,3,1,1,1,2,3,2,2,2
89609250,1,8,2,1,8,1,2,0,2,2
105955606,2,2,1,2,2,2,3,2,1,3
195811248,2,7,2,6,8,7,2,4,3,3
48207198,1,8,2,2,1,2,1,1,3,3
2157391,2,8,2,1,2,2,1,2,3,1
30855940,1,0,7,0,2,2,0,2,0,0
55113574,1,8,6,1,7,1,2,0,7,2
2918469,1,2,2,2,2,0,0,0,0,2
139163369,2,1,7,3,0,2,0,0,1,0
191939123,0,7,3,0,1,2,0,2,2,1
102448417,1,1,3,1,3,2,2,2,2,6
50879999,1,0,9,6,2,6,2,2,6,7
137088306,1,0,0,1,1,1,2,0,0,1
2241303,3,6,2,1,2,2,0,0,1,1
110838535,3,9,1,2,9,2,0,1,6,1
68586748,0,2,1,2,1,3,1,1,0,1
8608431,2,3,2,1,1,3,3,4,2,2
102644363,3,7,2,3,7,2,0,1,1,2
34717810,2,9,8,1,3,3,2,0,0,0
16880552,0,0,3,0,1,2,1,0,0,0
7364003,1,1,1,1,1,2,2,4,2,3
178938132,1,6,1,2,3,3,0,0,0,0
57222170,1,2,0,2,1,1,6,2,2,2
2655092,3,2,3,1,2,7,3,2,7,6
192078521,1,6,2,1,3,4,2,3,1,1
131133274,2,7,8,1,8,1,3,2,0,0
112314994,1,3,2,0,0,2,8,6,9,0
115264745,1,7,7,7,7,1,6,3,7,4
193720362,2,7,2,3,7,2,2,2,2,1
30413836,0,7,2,2,3,2,2,1,2,1
99446591,5,2,2,2,3,2,2,2,1,3
57161147,7,7,9,6,9,2,0,0,3,1
74362394,1,3,1,1,2,4,3,0,8,0
132609697,0,7,9,0,3,10,2,8,6,2
1072151,1,9,1,2,9,0,1,1,1,1
8126669,2,2,2,2,1,2,0,3,0,3
18340467,2,2,0,3,1,2,2,0,0,0
100986496,0,5,5,2,1,0,2,1,0,0
208069707,0,0,8,1,2,4,2,2,3,1
8173070,8,7,7,0,8,2,0,0,2,1
90166639,2,7,1,4,3,2,2,3,9,3
59362233,0,0,3,2,0,2,2,0,0,2
98017612,2,2,1,2,3,6,3,5,2,1
151289498,2,2,6,2,1,0,0,1,0,2
1155149,1,0,8,2,1,9,3,1,6,1
49850000,2,5,0,9,8,2,0,2,2,4
201110720,5,8,2,7,4,3,0,2,2,3
175241745,1,3,1,1,1,3,2,2,2,1
