id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
34815107,0.0,5.95,0.0,1.5,7.2,4.0,0.8,5.6000000000000005,1.4,0.75
3110283,0.75,1.6,0.8,1.5,1.7,2.25,3.2,1.6,5.6000000000000005,5.25
50880001,1.5,1.6,5.95,1.7,2.25,7.6499999999999995,2.4000000000000004,3.0,2.25,4.5
69045240,1.5,0.75,1.5,1.5,2.0999999999999996,4.5,5.25,1.4,0.75,0.75
100311762,1.6,7.6499999999999995,1.5,5.6000000000000005,7.2,2.55,1.6,0.0,5.95,5.6000000000000005
96005995,0.0,1.6,0.75,1.5,0.0,1.4,1.5,1.5,2.25,0.0
89609250,2.0999999999999996,7.2,0.75,1.6,7.6499999999999995,0.7,0.0,1.4,1.6,0.8
105955606,0.75,1.6,1.5,1.7,0.0,0.0,1.5,2.0999999999999996,2.0999999999999996,0.75
195811248,1.7,5.95,1.4,1.4,7.6499999999999995,4.5,5.6,5.6000000000000005,5.6000000000000005,5.6000000000000005
48207198,1.5,4.199999999999999,1.5,0.0,1.5,3.2,1.5,1.4,7.6,0.8
2157391,0.85,5.6000000000000005,0.75,2.25,1.5,1.5,0.85,1.5,0.6,0.0
30855940,1.2,2.4000000000000004,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.5
55113574,0.0,6.4,1.6,0.7,2.4000000000000004,0.0,0.75,0.0,2.55,0.75
2918469,0.75,0.0,2.55,0.75,1.6,1.5,0.0,0.8,0.0,0.0
139163369,0.8,1.5,7.2,0.0,0.0,0.6,0.0,1.7,0.0,0.0
191939123,0.0,2.4000000000000004,2.25,0.0,0.85,0.8,7.6499999999999995,1.5,0.0,0.0
102448417,1.3,0.8,1.4,0.75,1.5,2.25,1.5,2.25,1.5,2.0999999999999996
50879999,0.0,0.85,1.9,1.5,0.0,4.5,1.5,2.25,4.199999999999999,2.8
137088306,0.6,0.75,1.5,0.75,0.85,0.0,1.5,0.0,1.4,0.0
2241303,0.7,7.6499999999999995,2.8,0.7,5.6000000000000005,1.3,0.0,0.0,1.4,0.0
110838535,2.6,7.6499999999999995,1.4,2.8,7.6499999999999995,1.5,1.6,0.0,2.55,0.35
68586748,0.75,1.6,1.6,4.5,0.0,0.85,1.5,0.75,1.4,1.5
8608431,0.6,2.25,0.0,0.75,1.5,3.0,1.6,5.6000000000000005,3.0,0.8
102644363,1.5,2.25,2.55,2.0999999999999996,6.0,1.5,0.75,0.0,0.0,0.8
34717810,1.5,5.6000000000000005,7.2,0.0,0.0,1.6,0.0,0.0,0.85,0.6
16880552,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7364003,0.0,2.25,2.25,0.0,0.75,1.6,1.6,2.4000000000000004,2.25,3.75
178938132,0.7,2.0999999999999996,0.7,0.7,2.25,1.4,0.0,0.0,0.0,0.7
57222170,1.4,2.25,1.5,0.75,0.8,1.5,2.25,4.5,1.4,0.75
2655092,1.6,0.75,2.55,0.75,0.0,4.800000000000001,2.25,4.5,4.5,2.25
192078521,1.5,4.800000000000001,0.75,5.6000000000000005,6.0,5.6000000000000005,1.5,5.6000000000000005,5.95,0.65
131133274,0.0,7.6499999999999995,1.9500000000000002,0.75,2.4000000000000004,0.0,0.0,0.4,0.0,0.0
112314994,0.0,1.6,0.7,0.75,0.8,6.0,7.2,6.0,4.5,0.7
115264745,0.75,1.7,2.4000000000000004,1.4,4.5,1.5,2.55,2.8,3.4,0.0
193720362,0.7,5.6000000000000005,2.25,2.25,4.5,1.6,1.5,1.5,1.5,0.75
30413836,1.5,5.25,1.5,1.5,1.5,2.4000000000000004,0.8,1.6,1.6,0.75
99446591,0.75,0.8,1.3,2.25,0.0,1.5,3.0,2.25,1.4,2.25
57161147,7.6499999999999995,5.95,9.0,6.0,7.2,0.75,1.7,0.0,0.0,0.8
74362394,0.6,2.25,1.3,0.75,1.3,2.0999999999999996,0.8,0.75,8.549999999999999,1.6
132609697,1.4,0.75,1.5,0.0,0.0,7.6499999999999995,3.2,7.2,6.0,5.6000000000000005
1072151,0.0,4.5,0.7,0.75,7.2,0.0,0.75,0.0,0.0,0.0
8126669,0.0,0.0,0.7,1.5,2.0999999999999996,2.25,1.5,2.25,2.0999999999999996,0.75
18340467,1.6,0.0,1.6,1.5,0.0,1.4,1.5,1.5,1.6,0.0
100986496,0.0,1.6,0.0,1.5,0.75,0.75,0.8,0.8,0.0,1.3
