id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
34815107,2,7,1,3,2,2,3,1,6,2
3110283,2,1,2,2,2,6,2,2,8,3
50880001,1,1,1,3,2,2,2,1,1,1
69045240,4,2,3,6,7,6,1,2,3,3
100311762,7,6,2,8,6,6,6,3,7,8
96005995,2,6,2,6,3,2,2,2,4,2
89609250,2,7,2,3,8,1,2,1,3,3
105955606,2,1,3,6,2,3,4,2,3,2
195811248,3,7,3,7,8,4,7,2,6,6
48207198,3,2,2,2,1,1,3,1,3,3
2157391,6,8,6,7,7,2,6,1,2,2
30855940,1,7,8,6,4,1,1,1,1,1
55113574,1,8,3,1,6,2,2,1,2,1
2918469,1,3,3,4,1,1,3,1,1,3
139163369,1,1,7,1,1,1,1,1,1,1
191939123,1,1,2,2,1,1,3,1,1,1
102448417,3,1,8,2,2,2,2,4,1,1
50879999,3,1,9,6,4,6,7,2,4,6
137088306,2,1,2,3,1,3,2,1,1,2
2241303,6,8,8,2,8,2,1,1,1,1
110838535,2,9,3,1,9,1,1,1,1,0
68586748,2,1,1,6,2,1,2,1,6,1
8608431,2,7,6,3,4,1,1,1,4,1
102644363,7,4,3,8,7,2,2,1,3,3
34717810,8,9,9,2,6,2,1,1,1,1
16880552,1,1,1,1,1,1,1,1,1,1
7364003,1,1,4,3,1,1,1,4,1,3
178938132,1,8,3,3,3,3,3,2,2,1
57222170,3,6,2,6,1,4,4,2,7,3
2655092,6,1,3,3,1,8,4,4,8,3
192078521,4,4,3,7,6,3,3,5,3,2
131133274,1,9,6,1,9,1,2,1,1,1
112314994,2,8,7,2,2,8,9,7,9,2
115264745,7,2,7,7,6,3,1,2,5,2
193720362,5,4,2,7,6,3,3,3,4,5
30413836,2,4,1,2,2,3,1,1,3,3
99446591,2,3,2,4,2,6,4,2,3,3
57161147,9,6,9,8,8,1,2,1,1,1
74362394,1,8,2,2,2,3,3,1,9,3
132609697,0,1,9,1,2,9,8,9,9,1
1072151,2,7,2,2,8,2,3,1,1,0
8126669,2,1,2,1,1,8,1,2,3,2
18340467,3,5,2,4,2,1,2,1,2,2
100986496,3,2,2,2,2,5,2,1,1,5
