id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
34815107,0,7,0,2,9,5,1,7,2,1
3110283,1,2,1,2,2,3,4,2,7,7
50880001,2,2,7,2,3,9,3,4,3,6
69045240,2,1,2,2,3,6,7,2,1,1
100311762,2,9,2,7,9,3,2,0,7,7
96005995,0,2,1,2,0,2,2,2,3,0
89609250,3,9,1,2,9,1,0,2,2,1
105955606,1,2,2,2,0,0,2,3,3,1
195811248,2,7,2,2,9,6,8,7,7,7
48207198,2,6,2,0,2,4,2,2,8,1
2157391,1,7,1,3,2,2,1,2,1,0
30855940,2,3,2,6,0,0,0,0,0,1
55113574,0,8,2,1,3,0,1,0,3,1
2918469,1,0,3,1,2,2,0,1,0,0
139163369,1,2,8,0,0,1,0,2,0,0
191939123,0,3,3,0,1,1,9,2,0,0
102448417,2,1,2,1,2,3,2,3,2,3
50879999,0,1,2,2,0,6,2,3,6,4
137088306,1,1,2,1,1,0,2,0,2,0
2241303,1,9,4,1,7,2,0,0,2,0
110838535,4,9,2,4,9,2,2,0,3,1
68586748,1,2,2,6,0,1,2,1,2,2
8608431,1,3,0,1,2,4,2,7,4,1
102644363,2,3,3,3,8,2,1,0,0,1
34717810,2,7,8,0,0,2,0,0,1,1
16880552,0,2,2,0,0,0,0,0,0,0
7364003,0,3,3,0,1,2,2,3,3,5
178938132,1,3,1,1,3,2,0,0,0,1
57222170,2,3,2,1,1,2,3,6,2,1
2655092,2,1,3,1,0,6,3,6,6,3
192078521,2,6,1,7,8,7,2,7,7,1
131133274,0,9,3,1,3,0,0,1,0,0
112314994,0,2,1,1,1,8,9,8,6,1
115264745,1,2,3,2,6,2,3,4,4,0
193720362,1,7,3,3,6,2,2,2,2,1
30413836,2,7,2,2,2,3,1,2,2,1
99446591,1,1,2,3,0,2,4,3,2,3
57161147,9,7,10,8,9,1,2,0,0,1
74362394,1,3,2,1,2,3,1,1,9,2
132609697,2,1,2,0,0,9,4,9,8,7
1072151,0,6,1,1,9,0,1,0,0,0
8126669,0,0,1,2,3,3,2,3,3,1
18340467,2,0,2,2,0,2,2,2,2,0
